SPASE_AlternateName,HelioData_long_name
['Observatory Station Code: LRES'],Observatory Station Code: LRES
['Observatory Station Code: LAA'],Observatory Station Code: LAA
['Observatory Station Code: LIV'],Observatory Station Code: LIV
['Observatory Station Code: LGR'],Observatory Station Code: LGR
['Observatory Station Code: LYR'],Observatory Station Code: LYR
['Observatory Station Code: MMK'],Observatory Station Code: MMK
['Observatory Station Code: LOV'],Observatory Station Code: LOV
['Observatory Station Code: LOZ'],Observatory Station Code: LOZ
['Observatory Station Code: LOYS'],Observatory Station Code: LOYS
['Observatory Station Code: LUA'],Observatory Station Code: LUA
['Observatory Station Code: LCL'],Observatory Station Code: LCL
['Observatory Station Code: LNP'],Observatory Station Code: LNP
['Observatory Station Code: LVV'],Observatory Station Code: LVV
['Observatory Station Code: LWI'],Observatory Station Code: LWI
['Observatory Station Code: LYC'],Observatory Station Code: LYC
['Observatory Station Code: LYFD'],Observatory Station Code: LYFD
['MACCS'],MACCS
['Observatory Station Code: MAB'],Observatory Station Code: MAB
['Observatory Station Code: SKT'],Observatory Station Code: SKT
['Observatory Station Code: MZL'],Observatory Station Code: MZL
['Observatory Station Code: LMM'],Observatory Station Code: LMM
['Observatory Station Code: MRN'],Observatory Station Code: MRN
['Observatory Station Code: AMS'],Observatory Station Code: AMS
['Observatory Station Code: MAS'],Observatory Station Code: MAS
['Mauna Loa Solar Observatory'],Mauna Loa Solar Observatory
['Observatory Station Code: MBO'],Observatory Station Code: MBO
['Observatory Station Code: MCGR'],Observatory Station Code: MCGR
"['Mid-continent Magnetoseismic Chain, McMAC, Observatory Chain']","Mid-continent Magnetoseismic Chain, McMAC, Observatory Chain"
['Observatory Station Code: MEA'],Observatory Station Code: MEA
['Observatory Station Code: MEK'],Observatory Station Code: MEK
['Observatory Station Code: MMB'],Observatory Station Code: MMB
['Observatory Station Code: MID'],Observatory Station Code: MID
['Observatory Station Code: MIR'],Observatory Station Code: MIR
['Observatory Station Code: MLT'],Observatory Station Code: MLT
['Observatory Station Code: MIZ'],Observatory Station Code: MIZ
['Observatory Station Code: MFP'],Observatory Station Code: MFP
['Observatory Station Code: MOL'],Observatory Station Code: MOL
['Observatory Station Code: MCP'],Observatory Station Code: MCP
['Observatory Station Code: MBC'],Observatory Station Code: MBC
['Observatory Station Code: MUT'],Observatory Station Code: MUT
['Observatory Station Code: Muo'],Observatory Station Code: Muo
['Observatory Station Code: MUB'],Observatory Station Code: MUB
['Near Conjugate Northern Auroral Electrojet Index'],Near Conjugate Northern Auroral Electrojet Index
['Observatory Station Code: NGP'],Observatory Station Code: NGP
['Observatory Station Code: NCK'],Observatory Station Code: NCK
['Observatory Station Code: NAIN'],Observatory Station Code: NAIN
['Observatory Station Code: NAI'],Observatory Station Code: NAI
['Observatory Station Code: NMP'],Observatory Station Code: NMP
['Observatory Station Code: NRSQ'],Observatory Station Code: NRSQ
['Observatory Station Code: BSL'],Observatory Station Code: BSL
['Observatory Station Code: VNA'],Observatory Station Code: VNA
['Observatory Station Code: NEW'],Observatory Station Code: NEW
['Observatory Station Code: NGK'],Observatory Station Code: NGK
['Observatory Station Code: NRD'],Observatory Station Code: NRD
['Observatory Station Code: NOR'],Observatory Station Code: NOR
['Observatory Station Code: NWS'],Observatory Station Code: NWS
['Observatory Station Code: NKK'],Observatory Station Code: NKK
['Observatory Station Code: NVL'],Observatory Station Code: NVL
"['Observatory Station Code: NVS', 'Klyuchi']",Observatory Station Code: NVS
['Observatory Station Code: NUR'],Observatory Station Code: NUR
"['Godthap Vector Magnetic Field 1.0 min Data Geophysical Observatory', 'Observatory Station Code: GHB']",Godthap Vector Magnetic Field 1.0 min Data Geophysical Observatory
['Observatory Station Code: NAL'],Observatory Station Code: NAL
['Observatory Station Code: NAL'],Observatory Station Code: NAL
['Observatory Station Code: OAS'],Observatory Station Code: OAS
['Observatory Station Code: OTT'],Observatory Station Code: OTT
['Observatory Station Code: OUJ'],Observatory Station Code: OUJ
"['Frederikshap Vector Magnetic Field 1.0 min Data Geophysical Observatory', 'Observatory Station Code: FHB']",Frederikshap Vector Magnetic Field 1.0 min Data Geophysical Observatory
"['Observatory Station Code: PPT', 'Papeete']",Observatory Station Code: PPT
['Observatory Station Code: PAG'],Observatory Station Code: PAG
['Observatory Station Code: PANG'],Observatory Station Code: PANG
['Observatory Station Code: PAB'],Observatory Station Code: PAB
"['Observatory Station Code: PET', 'Petropavlovsk']",Observatory Station Code: PET
['Observatory Station Code: PSM'],Observatory Station Code: PSM
['Observatory Station Code: PKS'],Observatory Station Code: PKS
['Observatory Station Code: IRT'],Observatory Station Code: IRT
"['Observatory Station Code: PEG', 'Penteli']",Observatory Station Code: PEG
['Observatory Station Code: PEL'],Observatory Station Code: PEL
['Observatory Station Code: PEB'],Observatory Station Code: PEB
['Polar Experimental Network for Geospace Upper atmosphere Investigations'],Polar Experimental Network for Geospace Upper atmosphere Investigations
['Observatory Station Code: PG0'],Observatory Station Code: PG0
['Observatory Station Code: PG1'],Observatory Station Code: PG1
['Observatory Station Code: PG2'],Observatory Station Code: PG2
['Observatory Station Code: PG3'],Observatory Station Code: PG3
['Observatory Station Code: PG4'],Observatory Station Code: PG4
['Observatory Station Code: PG5'],Observatory Station Code: PG5
['Observatory Station Code: PTRS'],Observatory Station Code: PTRS
['Observatory Station Code: PBK'],Observatory Station Code: PBK
['Observatory Station Code: PHU'],Observatory Station Code: PHU
['Observatory Station Code: PIL'],Observatory Station Code: PIL
['Observatory Station Code: PINA'],Observatory Station Code: PINA
['Observatory Station Code: PINE'],Observatory Station Code: PINE
['Observatory Station Code: PIO'],Observatory Station Code: PIO
['Observatory Station Code: PTU'],Observatory Station Code: PTU
"['Observatory Station Code: MNK', 'Minsk']",Observatory Station Code: MNK
['Observatory Station Code: POD'],Observatory Station Code: POD
['Observatory Station Code: POKR'],Observatory Station Code: POKR
['Observatory Station Code: PND'],Observatory Station Code: PND
['Observatory Station Code: CZT'],Observatory Station Code: CZT
['Observatory Station Code: PAF'],Observatory Station Code: PAF
['Observatory Station Code: PST'],Observatory Station Code: PST
['Observatory Station Code: PBQ'],Observatory Station Code: PBQ
['Observatory Station Code: PCU'],Observatory Station Code: PCU
['Observatory Station Code: ROTH'],Observatory Station Code: ROTH
['Observatory Station Code: PGEO'],Observatory Station Code: PGEO
['Observatory Station Code: PRU'],Observatory Station Code: PRU
['Observatory Station Code: PBLO'],Observatory Station Code: PBLO
['Observatory Station Code: PCEL'],Observatory Station Code: PCEL
['Observatory Station Code: PUVR'],Observatory Station Code: PUVR
"['Observatory Station Code: THL', 'Thule Geophysical Observatory']",Observatory Station Code: THL
"['Godhavn Geophysical Observatory', 'Observatory Station Code: GDH']",Godhavn Geophysical Observatory
['Observatory Station Code: QIX'],Observatory Station Code: QIX
['Observatory Station Code: QGZ'],Observatory Station Code: QGZ
['Observatory Station Code: QSB'],Observatory Station Code: QSB
['Observatory Station Code: QZH'],Observatory Station Code: QZH
['Observatory Station Code: QUE'],Observatory Station Code: QUE
['Radisson Geophysical Observatory'],Radisson Geophysical Observatory
['RAM'],RAM
['Observatory Station Code: RANK'],Observatory Station Code: RANK
['Observatory Station Code: RAN'],Observatory Station Code: RAN
['Observatory Station Code: REDR'],Observatory Station Code: REDR
['Observatory Station Code: RMUS'],Observatory Station Code: RMUS
['Observatory Station Code: RBAY'],Observatory Station Code: RBAY
['Observatory Station Code: RES'],Observatory Station Code: RES
['Observatory Station Code: RICH'],Observatory Station Code: RICH
['Observatory Station Code: ROB'],Observatory Station Code: ROB
['Observatory Station Code: ROE'],Observatory Station Code: ROE
['Observatory Station Code: RBD'],Observatory Station Code: RBD
['Romo Geophysical Observatory'],Romo Geophysical Observatory
['Observatory Station Code: RVK'],Observatory Station Code: RVK
['Observatory Station Code: RSV'],Observatory Station Code: RSV
['Observatory Station Code: SAB'],Observatory Station Code: SAB
['Observatory Station Code: SBL'],Observatory Station Code: SBL
['Southern Auroral Electrojet Index'],Southern Auroral Electrojet Index
['Observatory Station Code: STFL'],Observatory Station Code: STFL
['Observatory Station Code: STJ'],Observatory Station Code: STJ
['Observatory Station Code: SALU'],Observatory Station Code: SALU
"['Chain of ground stations in the SAMBA Array.', 'SAMBA Ground Observatory Group']",Chain of ground stations in the SAMBA Array.
['Antofagasta'],Antofagasta
['Escudero'],Escudero
['La Serena'],La Serena
['Los Cerrillos'],Los Cerrillos
"[""O'Higgins""]",O'Higgins
['Osorno'],Osorno
['Puerto Natales'],Puerto Natales
['Punta Arenas'],Punta Arenas
['Putre'],Putre
['Valdivia'],Valdivia
['Observatory Station Code: SATX'],Observatory Station Code: SATX
['Observatory Station Code: SFS'],Observatory Station Code: SFS
['Observatory Station Code: SJG'],Observatory Station Code: SJG
['Observatory Station Code: SPT'],Observatory Station Code: SPT
['Observatory Station Code: SNA'],Observatory Station Code: SNA
['Observatory Station Code: SNKQ'],Observatory Station Code: SNKQ
['Observatory Station Code: SMG'],Observatory Station Code: SMG
['Observatory Station Code: SVS'],Observatory Station Code: SVS
['Observatory Station Code: SCHF'],Observatory Station Code: SCHF
['Observatory Station Code: SCO'],Observatory Station Code: SCO
['Observatory Station Code: SEPT'],Observatory Station Code: SEPT
['Observatory Station Code: SWNO'],Observatory Station Code: SWNO
"['Observatory Station Code: SSH', 'Zo-Se']",Observatory Station Code: SSH
['Observatory Station Code: SHL'],Observatory Station Code: SHL
['Observatory Station Code: SHU'],Observatory Station Code: SHU
['Observatory Station Code: SIL'],Observatory Station Code: SIL
['Observatory Station Code: SSO'],Observatory Station Code: SSO
['Observatory Station Code: SIT'],Observatory Station Code: SIT
['Observatory Station Code: SNAP'],Observatory Station Code: SNAP
['Observatory Station Code: SOD'],Observatory Station Code: SOD
['Observatory Station Code: SOL'],Observatory Station Code: SOL
['Observatory Station Code: SOR'],Observatory Station Code: SOR
"['Observatory Station Code: SGE', 'Grytviken']",Observatory Station Code: SGE
['Observatory Station Code: SPA'],Observatory Station Code: SPA
['Observatory Station Code: STJ'],Observatory Station Code: STJ
['Observatory Station Code: STFD'],Observatory Station Code: STFD
"['Observatory Station Code: MGD', 'Magadan']",Observatory Station Code: MGD
"['Observatory Station Code: BSL', 'Bay St. Louis']",Observatory Station Code: BSL
"['Solar Terrestrial Energy Program', 'Solar-Terrestrial Energy Program, STEP, Polar Network', 'UAPM', 'Upper Atmospheric Monitoring Program']",Solar Terrestrial Energy Program
['Observatory Station Code: ODE'],Observatory Station Code: ODE
['Observatory Station Code: STO'],Observatory Station Code: STO
['Observatory Station Code: SKT'],Observatory Station Code: SKT
['Observatory Station Code: SUM'],Observatory Station Code: SUM
['Observatory Station Code: SUA'],Observatory Station Code: SUA
['Observatory Station Code: SWI'],Observatory Station Code: SWI
['Observatory Station Code: TAH'],Observatory Station Code: TAH
['Observatory Station Code: TAL'],Observatory Station Code: TAL
['Observatory Station Code: TAM'],Observatory Station Code: TAM
['Observatory Station Code: TNG'],Observatory Station Code: TNG
['Observatory Station Code: TAR'],Observatory Station Code: TAR
['Tasiilaq Geophysical Observatory'],Tasiilaq Geophysical Observatory
['Observatory Station Code: TTB'],Observatory Station Code: TTB
['Observatory Station Code: TEH'],Observatory Station Code: TEH
['TEIDE Observatory'],TEIDE Observatory
['Observatory Station Code: TEO'],Observatory Station Code: TEO
['TGO'],TGO
"['Observatory Station Code: TPAS', 'Flin Flon']",Observatory Station Code: TPAS
['Observatory Station Code: TAB'],Observatory Station Code: TAB
['Observatory Station Code: THY'],Observatory Station Code: THY
['Observatory Station Code: TKH'],Observatory Station Code: TKH
['Observatory Station Code: TIK'],Observatory Station Code: TIK
['Observatory Station Code: TIR'],Observatory Station Code: TIR
['Observatory Station Code: TOK'],Observatory Station Code: TOK
['Observatory Station Code: TOL'],Observatory Station Code: TOL
['Observatory Station Code: TMK'],Observatory Station Code: TMK
['Observatory Station Code: TND'],Observatory Station Code: TND
['Observatory Station Code: THJ'],Observatory Station Code: THJ
['Observatory Station Code: TOO'],Observatory Station Code: TOO
['Toolik Lake Geophysical Observatory'],Toolik Lake Geophysical Observatory
['Trapper Creek Geophysical Observatory'],Trapper Creek Geophysical Observatory
['Observatory Station Code: TRW'],Observatory Station Code: TRW
['Observatory Station Code: TDC'],Observatory Station Code: TDC
['Observatory Station Code: TRD'],Observatory Station Code: TRD
"['Tromso Geophysical Observatory', 'Observatory Station Code: TRO']",Tromso Geophysical Observatory
['Observatory Station Code: TSU'],Observatory Station Code: TSU
['Observatory Station Code: TUC'],Observatory Station Code: TUC
['Observatory Station Code: TUN'],Observatory Station Code: TUN
"['Solar-Terrestrial Energy Program, STEP, Polar Network', 'Upper Atmospheric Monitoring Program', 'STEP']","Solar-Terrestrial Energy Program, STEP, Polar Network"
['Udaipur'],Udaipur
['Observatory Station Code: UJJ'],Observatory Station Code: UJJ
['Observatory Station Code: UKIA'],Observatory Station Code: UKIA
['Observatory Station Code: UBA'],Observatory Station Code: UBA
['Upernavik Geophysical Observatory'],Upernavik Geophysical Observatory
"['Observatory Station Code: UPS', 'Fiby']",Observatory Station Code: UPS
['USGA'],USGA
['Observatory Station Code: UPS'],Observatory Station Code: UPS
['Observatory Station Code: VLDR'],Observatory Station Code: VLDR
['Observatory Station Code: VLJ'],Observatory Station Code: VLJ
['Observatory Station Code: VAL'],Observatory Station Code: VAL
['Observatory Station Code: VSS'],Observatory Station Code: VSS
['Observatory Station Code: VIC'],Observatory Station Code: VIC
['Observatory Station Code: VQS'],Observatory Station Code: VQS
['Observatory Station Code: VSK'],Observatory Station Code: VSK
['Observatory Station Code: VIZ'],Observatory Station Code: VIZ
"['Observatory Station Code: LNN', 'Leningrad']",Observatory Station Code: LNN
['Observatory Station Code: VOS'],Observatory Station Code: VOS
['Observatory Station Code: SVD'],Observatory Station Code: SVD
['Observatory Station Code: WLPS'],Observatory Station Code: WLPS
"['WDC Ground Observatories', 'WDC']",WDC Ground Observatories
['Observatory Station Code: WHIT'],Observatory Station Code: WHIT
['Observatory Station Code: WHS'],Observatory Station Code: WHS
['Observatory Station Code: WHS'],Observatory Station Code: WHS
['Observatory Station Code: WIA'],Observatory Station Code: WIA
['Observatory Station Code: WIK'],Observatory Station Code: WIK
['Observatory Station Code: WIL'],Observatory Station Code: WIL
['Observatory Station Code: WNG'],Observatory Station Code: WNG
['Observatory Station Code: WIT'],Observatory Station Code: WIT
['Observatory Station Code: WRTH'],Observatory Station Code: WRTH
['Observatory Station Code: WHN'],Observatory Station Code: WHN
['Observatory Station Code: YAK'],Observatory Station Code: YAK
"['Observatory Station Code: TKT', 'Tashkent']",Observatory Station Code: TKT
"['Observatory Station Code: YKNF', 'Observatory Station Code: YKC']",Observatory Station Code: YKNF
['Observatory Station Code: YSS'],Observatory Station Code: YSS
['Observatory Station Code: KZN'],Observatory Station Code: KZN
['HANET Observatory Network'],HANET Observatory Network
"['Neutral Point Explorer', 'Hawkeye 1', 'Injun-F', 'Explorer 52']",Neutral Point Explorer
['Helios Mission'],Helios Mission
['Helios-A'],Helios-A
['Helios-B'],Helios-B
['HEO-1'],HEO-1
['HEO-2'],HEO-2
['HEO-3'],HEO-3
['Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES)'],Heliophysics Environmental and Radiation Measurement Experiment Suite (HERMES)
['Hinode'],Hinode
"['Astronomical Satellite-A', '1981-017A', 'ASTRO-A']",Astronomical Satellite-A
['International Association of Geomagnetism and Aeronomy'],International Association of Geomagnetism and Aeronomy
"['Aberystwyth', 'IAGA:AWY']",Aberystwyth
"['IAGA:ABN', 'Abinger']",IAGA:ABN
"['IAGA:ABK', 'Abisko']",IAGA:ABK
"['IAGA:ACR', 'Accra']",IAGA:ACR
"['IAGA:ADA', 'Adak']",IAGA:ADA
"['Addis.Ababa', 'IAGA:AAE']",Addis.Ababa
"['Adelaide', 'IAGA:ADE']",Adelaide
"['IAGA:AED', 'Aedey']",IAGA:AED
"['Agincourt', 'IAGA:AGN']",Agincourt
"['Ahmedabad', 'IAGA:AHM']",Ahmedabad
"['IAGA:ALE', 'Alert']",IAGA:ALE
"['Alger.Island', 'IAGA:ALG']",Alger.Island
"['IAGA:ABG', 'Alibag']",IAGA:ABG
"['Alice.Springs', 'IAGA:ASP']",Alice.Springs
"['Allahabad', 'IAGA:ALH']",Allahabad
"['Alma.Ata', 'IAGA:AAA']",Alma.Ata
"['IAGA:ALM', 'Almeria']",IAGA:ALM
"['Aloushta', 'IAGA:ALU']",Aloushta
"['IAGA:AMT', 'Amatsia']",IAGA:AMT
"['Ambarnaya', 'IAGA:AMN']",Ambarnaya
"['Amberley', 'IAGA:AML']",Amberley
"['IAGA:AMD', 'Amderma']",IAGA:AMD
"['Anchorage', 'IAGA:AMU']",Anchorage
"['IAGA:ANC', 'Ancon']",IAGA:ANC
"['Andrews.AFB', 'IAGA:AWS']",Andrews.AFB
"['Angmakssalik', 'IAGA:AMK']",Angmakssalik
"['Angra.Do.Heroismo', 'IAGA:ANH']",Angra.Do.Heroismo
"['IAGA:ANK', 'Ankara']",IAGA:ANK
"['Annamalainagar', 'IAGA:ANN']",Annamalainagar
"['Antananarivo', 'IAGA:TAN']",Antananarivo
"['Antipolo', 'IAGA:ANO']",Antipolo
"['IAGA:APA', 'Apatity']",IAGA:APA
"['IAGA:API', 'Apia']",IAGA:API
"['Arctic.Ice.Flo', 'IAGA:AIF']",Arctic.Ice.Flo
"['Arctic.Village', 'IAGA:AVI']",Arctic.Village
"['Arctowski', 'IAGA:ARC']",Arctowski
"['Arequipa', 'IAGA:ARE']",Arequipa
"['Vernadski', 'IAGA:AIA']",Vernadski
"[""Arkhangel'Sk"", 'IAGA:ARK']",Arkhangel'Sk
"['IAGA:ARS', 'Arti']",IAGA:ARS
"['Ascension.Island', 'IAGA:ASC']",Ascension.Island
"['Vannovskaya', 'IAGA:ASH']",Vannovskaya
"['IAGA:ASO', 'Aso']",IAGA:ASO
"['Asuka.Station', 'IAGA:ASK']",Asuka.Station
"['IAGA:ATH', 'Athens']",IAGA:ATH
"['IAGA:AUT', 'Au-Tau']",IAGA:AUT
"['Auckland.Island', 'IAGA:AUI']",Auckland.Island
"['Averroes', 'IAGA:AVE']",Averroes
"['IAGA:BKC', 'Back']",IAGA:BKC
"['IAGA:BCL', 'Baclieu']",IAGA:BCL
"['Baffin.Island', 'IAGA:BFI']",Baffin.Island
"['IAGA:BGH', 'Baghdad']",IAGA:BGH
"['IAGA:BAG', 'Baguio']",IAGA:BAG
"['Baker.Lake', 'IAGA:BLC']",Baker.Lake
"['IAGA:BAL', 'Baldwin']",IAGA:BAL
"['IAGA:BKK', 'Bangkok']",IAGA:BKK
"['IAGA:BNG', 'Bangui']",IAGA:BNG
"['Bar.Gyora', 'IAGA:BGY']",Bar.Gyora
"['Barentsburg', 'IAGA:BBG']",Barentsburg
"['IAGA:BRN', 'Barnaul']",IAGA:BRN
"['Barrackpore', 'IAGA:BAP']",Barrackpore
"['IAGA:BRW', 'Barrow']",IAGA:BRW
"['Barter.Island', 'IAGA:BTI']",Barter.Island
"['IAGA:BAH', 'Barth']",IAGA:BAH
"['IAGA:BTV', 'Batavia']",IAGA:BTV
"['Bay.St.Louis', 'IAGA:BSL']",Bay.St.Louis
"['Bei-Jing', 'IAGA:BJI']",Bei-Jing
"['Beijing.Ming.Tombs', 'IAGA:BMT']",Beijing.Ming.Tombs
"['Beliy.Island', 'IAGA:BEY']",Beliy.Island
"['IAGA:BLT', 'Beloit']",IAGA:BLT
"['IAGA:BEL', 'Belsk']",IAGA:BEL
"['Karaganda', 'IAGA:KGD']",Karaganda
"['IAGA:BEU', 'Beuthen']",IAGA:BEU
"['Big.Delta', 'IAGA:BDE']",Big.Delta
"['IAGA:BIN', 'Binza']",IAGA:BIN
"['Bjornoya', 'IAGA:BJN']",Bjornoya
"['Black.Forest', 'IAGA:BFO']",Black.Forest
"['IAGA:BOC', 'Bochum']",IAGA:BOC
"['IAGA:BOD', 'Bodo']",IAGA:BOD
"['IAGA:BGA', 'Borga']",IAGA:BGA
"['IAGA:BOX', 'Borok']",IAGA:BOX
"['Bossekop', 'IAGA:BOP']",Bossekop
"['IAGA:BOU', 'Boulder']",IAGA:BOU
"['Bouzareah', 'IAGA:BZR']",Bouzareah
"['IAGA:BRE', 'Breslau']",IAGA:BRE
"['Brisbane', 'IAGA:BRS']",Brisbane
"['Brorfelde', 'IAGA:BFE']",Brorfelde
"['Bucharest', 'IAGA:BUC']",Bucharest
"['Budakeszi', 'IAGA:BUZ']",Budakeszi
"['Budapest', 'IAGA:BUP']",Budapest
"['IAGA:BDV', 'Budkov']",IAGA:BDV
"['IAGA:BNA', 'Bunia']",IAGA:BNA
"['Burlington', 'IAGA:BRT']",Burlington
"['Byrd.Station.1', 'IAGA:BYR']",Byrd.Station.1
"['Cachoeira.Paulista', 'IAGA:CHP']",Cachoeira.Paulista
"['Cambridge.Bay', 'IAGA:CBB']",Cambridge.Bay
"['Camp.Douglas', 'IAGA:CDS']",Camp.Douglas
"['Campbell.Island', 'IAGA:CAI']",Campbell.Island
"['Canberra', 'IAGA:CNB']",Canberra
"['Cap.Thordsen', 'IAGA:CTH']",Cap.Thordsen
"['Cape.Chelyuskin', 'IAGA:CCS']",Cape.Chelyuskin
"['Cape.Denison', 'IAGA:CDE']",Cape.Denison
"['Cape.Evans', 'IAGA:CEV']",Cape.Evans
"['Cape.Kamenniy', 'IAGA:CKA']",Cape.Kamenniy
"['Cape.Of.Good.Hope', 'IAGA:CGH']",Cape.Of.Good.Hope
"['Cape.Parry', 'IAGA:CPY']",Cape.Parry
"['Cape.Schmidt', 'IAGA:CPS']",Cape.Schmidt
"['Cape.Town', 'IAGA:CTO']",Cape.Town
"['Cape.Wellen', 'IAGA:CWE']",Cape.Wellen
"['Cape.Zhelania', 'IAGA:CZA']",Cape.Zhelania
"['Capodimonte', 'IAGA:CPD']",Capodimonte
"['IAGA:CPI', 'Capri']",IAGA:CPI
"['Carrollton', 'IAGA:CAX']",Carrollton
"['IAGA:CSY', 'Casey']",IAGA:CSY
"['IAGA:CSR', 'Casper']",IAGA:CSR
"['Castellaccio', 'IAGA:CAO']",Castellaccio
"['Castello.Tesino', 'IAGA:CTS']",Castello.Tesino
"['Castle.Rock', 'IAGA:CRC']",Castle.Rock
"['IAGA:CCP', 'Cebu']",IAGA:CCP
"['IAGA:CPA', 'Cha-Pa']",IAGA:CPA
"['Chambon.La.Foret', 'IAGA:CLF']",Chambon.La.Foret
"['Changchun', 'IAGA:CNH']",Changchun
"['IAGA:CTX', 'Charcot']",IAGA:CTX
"['Charters.Towers', 'IAGA:CTA']",Charters.Towers
"['Cheltenham', 'IAGA:CLH']",Cheltenham
"['IAGA:CDP', 'Chengdu']",IAGA:CDP
"['Chesterfield.Inlet', 'IAGA:CFI']",Chesterfield.Inlet
"['Chichijima', 'IAGA:CBI']",Chichijima
"['Chiclayo', 'IAGA:CCL']",Chiclayo
"['Chilbolton', 'IAGA:CLB']",Chilbolton
"['Chimbote', 'IAGA:CMB']",Chimbote
"['IAGA:CRP', 'Chiripa']",IAGA:CRP
"['Chittagong', 'IAGA:CHT']",Chittagong
"['Christchurch', 'IAGA:CHR']",Christchurch
"['Clausthal', 'IAGA:CLZ']",Clausthal
"['IAGA:CLI', 'Climax']",IAGA:CLI
"['IAGA:COI', 'Coimbra']",IAGA:COI
"['IAGA:CLA', 'Colaba']",IAGA:CLA
"['IAGA:CMO', 'College']",IAGA:CMO
"['Collmberg', 'IAGA:CLL']",Collmberg
"['Colorado.Springs', 'IAGA:CSS']",Colorado.Springs
"['Copenhagen', 'IAGA:COP']",Copenhagen
"['Port.Alfred', 'IAGA:CZT']",Port.Alfred
"['Cuajimalpa', 'IAGA:CUA']",Cuajimalpa
"['IAGA:CUS', 'Cuzco']",IAGA:CUS
"['IAGA:DLT', 'Dalat']",IAGA:DLT
"['IAGA:DLN', 'Dalian']",IAGA:DLN
"['IAGA:DAL', 'Dallas']",IAGA:DAL
"['Dar.Es.Salaam', 'IAGA:DRS']",Dar.Es.Salaam
"['IAGA:DAR', 'Darwin']",IAGA:DAR
"['IAGA:DAV', 'Davao']",IAGA:DAV
"['IAGA:DVS', 'Davis']",IAGA:DVS
"['IAGA:DBN', 'De.Bilt']",IAGA:DBN
"['Dehra.Dun', 'IAGA:DDI']",Dehra.Dun
"['IAGA:DEK', 'Dekelia']",IAGA:DEK
"['IAGA:DLR', 'Del.Rio']",IAGA:DLR
"['Discovery.Bay.North', 'IAGA:DIS']",Discovery.Bay.North
"['Discovery.Bay.South', 'IAGA:HUT']",Discovery.Bay.South
"['IAGA:DIK', 'Dixon']",IAGA:DIK
"['Djibouti', 'IAGA:DJI']",Djibouti
"['IAGA:DOB', 'Dombas']",IAGA:DOB
"['Dome.Concordia', 'IAGA:DMC']",Dome.Concordia
"['Dome.Fuji', 'IAGA:DMF']",Dome.Fuji
"['Donnersberg', 'IAGA:DNB']",Donnersberg
"['IAGA:DOU', 'Dourbes']",IAGA:DOU
"['IAGA:DUB', 'Dublin']",IAGA:DUB
"['Dumont.Durville', 'IAGA:DRV']",Dumont.Durville
"['IAGA:DUR', 'Durham']",IAGA:DUR
"['IAGA:TFS', 'Dusheti']",IAGA:TFS
"['IAGA:KIV', 'Dymer']",IAGA:KIV
"['East.Anglia', 'IAGA:EAA']",East.Anglia
"['Easter.Island', 'IAGA:EIC']",Easter.Island
"['Eastport', 'IAGA:ETP']",Eastport
"['IAGA:EBR', 'Ebro']",IAGA:EBR
"['Eielson.AFB', 'IAGA:ENB']",Eielson.AFB
"['Eights.Station', 'IAGA:EGS']",Eights.Station
"['IAGA:ELT', 'Eilat']",IAGA:ELT
"['El.Abiod.Sidi', 'IAGA:EAS']",El.Abiod.Sidi
"['Elizabethville', 'IAGA:ELI']",Elizabethville
"['Enkoping', 'IAGA:ENK']",Enkoping
"['IAGA:ESA', 'Esashi']",IAGA:ESA
"['Eskdalemuir', 'IAGA:ESK']",Eskdalemuir
"['Eskimo.Point', 'IAGA:EKP']",Eskimo.Point
"['Espanola', 'IAGA:EPN']",Espanola
"['IAGA:ETA', 'Etah']",IAGA:ETA
"['Etaiyapuram', 'IAGA:ETT']",Etaiyapuram
"['IAGA:EUA', 'Eureka']",IAGA:EUA
"['IAGA:EUS', 'Eusebio']",IAGA:EUS
"['Eyrewell', 'IAGA:EYR']",Eyrewell
"['Falmouth', 'IAGA:FAL']",Falmouth
"['Fanning.Island', 'IAGA:FAN']",Fanning.Island
"['Flensburg', 'IAGA:FLE']",Flensburg
"['Floeberg.Beach', 'IAGA:FLB']",Floeberg.Beach
"['Fort.Chipewyan', 'IAGA:FCP']",Fort.Chipewyan
"['Fort.Churchill.2', 'IAGA:FCC']",Fort.Churchill.2
"['Fort.Conger', 'IAGA:FCR']",Fort.Conger
"['Fort.Mcmurray', 'IAGA:FMM']",Fort.Mcmurray
"['Fort.Rae', 'IAGA:FRA']",Fort.Rae
"['Fort.Severn', 'IAGA:FSV']",Fort.Severn
"['Fort.Simpson', 'IAGA:FSP']",Fort.Simpson
"['Fort.Smith', 'IAGA:FSM']",Fort.Smith
"['Fort.Yukon', 'IAGA:FYU']",Fort.Yukon
"['Fredericksburg', 'IAGA:FRD']",Fredericksburg
"['Freetown', 'IAGA:FTN']",Freetown
"['Freiberg', 'IAGA:FRB']",Freiberg
"['IAGA:FRN', 'Fresno']",IAGA:FRN
"['IAGA:FUQ', 'Fuquene']",IAGA:FUQ
"['Furstenfeldbruck', 'IAGA:FUR']",Furstenfeldbruck
"['Gauss.Station', 'IAGA:GAS']",Gauss.Station
"['IAGA:GEL', 'Gelania']",IAGA:GEL
"['Genova.C', 'IAGA:GEN']",Genova.C
"['Genova.Monte.Capellino', 'IAGA:MCP']",Genova.Monte.Capellino
