SPASE_AlternateName,HelioData_long_name
"['Georg.Von.Neumayer', 'IAGA:GVN']",Georg.Von.Neumayer
"['Gibilmanna', 'IAGA:GIB']",Gibilmanna
"['IAGA:GIT', 'Gilgit']",IAGA:GIT
"['IAGA:GIM', 'Gillam']",IAGA:GIM
"['Girardville', 'IAGA:GIR']",Girardville
"['Gjoahavn', 'IAGA:GJO']",Gjoahavn
"['IAGA:GLN', 'Glenlea']",IAGA:GLN
"['Gnangara', 'IAGA:GNA']",Gnangara
"['IAGA:GDH', 'Godhavn']",IAGA:GDH
"['Godthaab', 'IAGA:GHB']",Godthaab
"['IAGA:GLM', 'Golmud']",IAGA:GLM
"['Gonzales.Videla', 'IAGA:GVD']",Gonzales.Videla
"['Vladivostok', 'IAGA:VLA']",Vladivostok
"['Gottingen-1', 'IAGA:GOT']",Gottingen-1
"['Gottingen-2', 'IAGA:GTT']",Gottingen-2
"['Grahamstown', 'IAGA:GRM']",Grahamstown
"['Great.Wall.Station', 'IAGA:GTW']",Great.Wall.Station
"['Great.Whale.River', 'IAGA:GWC']",Great.Whale.River
"['Greenwich', 'IAGA:GRW']",Greenwich
"['IAGA:GCK', 'Grocka']",IAGA:GCK
"['Gross.Raum', 'IAGA:GRR']",Gross.Raum
"['Grytviken', 'IAGA:GTV']",Grytviken
"['IAGA:GUA', 'Guam']",IAGA:GUA
"['Guangzhou', 'IAGA:GZH']",Guangzhou
"['IAGA:GUI', 'Guimar']",IAGA:GUI
"['Hackney.Wick.1', 'IAGA:HWK']",Hackney.Wick.1
"['Hackney.Wick.2', 'IAGA:BYH']",Hackney.Wick.2
"['IAGA:HLL', 'Hallet']",IAGA:HLL
"['Halley.Bay', 'IAGA:HBA']",Halley.Bay
"['IAGA:HAM', 'Hamburg']",IAGA:HAM
"['Hankasalmi', 'IAGA:HAN']",Hankasalmi
"['Hartebeesthoek', 'IAGA:HBK']",Hartebeesthoek
"['Hartland', 'IAGA:HAD']",Hartland
"['IAGA:HTY', 'Hatizyo']",IAGA:HTY
"['IAGA:HVN', 'Havana']",IAGA:HVN
"['Hayriver', 'IAGA:HRI']",Hayriver
"['IAGA:HEA', 'Healy']",IAGA:HEA
"['Heard.Island', 'IAGA:HII']",Heard.Island
"['Heiss.Island', 'IAGA:HIS']",Heiss.Island
"['IAGA:HLP', 'Hel']",IAGA:HLP
"['Helsinki', 'IAGA:HLS']",Helsinki
"['IAGA:HLW', 'Helwan']",IAGA:HLW
"['Herchmer', 'IAGA:HCR']",Herchmer
"['Hermanus', 'IAGA:HER']",Hermanus
"['Hermsdorf', 'IAGA:HDF']",Hermsdorf
"['IAGA:HBT', 'Hobart']",IAGA:HBT
"['Hollandia', 'IAGA:HNA']",Hollandia
"['Holsteinsborg', 'IAGA:HST']",Holsteinsborg
"['Hong.Kong.1', 'IAGA:HKC']",Hong.Kong.1
"['Honolulu.1-2-3', 'IAGA:HON']",Honolulu.1-2-3
"['Hornsund', 'IAGA:HRN']",Hornsund
"['Huancayo', 'IAGA:HUA']",Huancayo
"['Hurbanovo', 'IAGA:HRB']",Hurbanovo
"['Husafell', 'IAGA:HUS']",Husafell
"['Hyderabad', 'IAGA:HYB']",Hyderabad
"['IAGA:IBD', 'Ibadan']",IAGA:IBD
"['IAGA:IIF', 'Ile-Ife']",IAGA:IIF
"['Inge.Lehmann', 'IAGA:ILN']",Inge.Lehmann
"['IAGA:INK', 'Inuvik']",IAGA:INK
"['IAGA:IQA', 'Iqaluit']",IAGA:IQA
"['Isachsen', 'IAGA:ISC']",Isachsen
"['Islamabad', 'IAGA:ISP']",Islamabad
"['Island.Lake', 'IAGA:ISL']",Island.Lake
"['Istanbul.Kandilly', 'IAGA:ISK']",Istanbul.Kandilly
"['IAGA:IVA', 'Ivalo']",IAGA:IVA
"['IAGA:IVI', 'Ivigtut']",IAGA:IVI
"['IAGA:IZN', 'Iznik']",IAGA:IZN
"['IAGA:JAI', 'Jaipur']",IAGA:JAI
"['IAGA:JAL', 'Jaluit']",IAGA:JAL
"['Jan.Mayen', 'IAGA:JMI']",Jan.Mayen
"['IAGA:YNV', 'Janow']",IAGA:YNV
"['Jarvis.Island', 'IAGA:JRV']",Jarvis.Island
"['IAGA:JSS', 'Jassy']",IAGA:JSS
"['Jekman.Island', 'IAGA:JKI']",Jekman.Island
"['Johnson.Point', 'IAGA:JOP']",Johnson.Point
"['Julianehaab', 'IAGA:JUL']",Julianehaab
"['IAGA:KDU', 'Kakadu']",IAGA:KDU
"['IAGA:KAK', 'Kakioka']",IAGA:KAK
"['Kaliningrad-1', 'IAGA:KLD']",Kaliningrad-1
"['Kaliningrad-2', 'IAGA:KNG']",Kaliningrad-2
"['Kamenniyj.Mys', 'IAGA:KAM']",Kamenniyj.Mys
"['Kandalaksha', 'IAGA:KND']",Kandalaksha
"['IAGA:KNY', 'Kanoya']",IAGA:KNY
"['IAGA:KNZ', 'Kanozan']",IAGA:KNZ
"['Kap.Tobin', 'IAGA:KTG']",Kap.Tobin
"['IAGA:KRC', 'Karachi']",IAGA:KRC
"['IAGA:KVA', 'Karavia']",IAGA:KVA
"['Karmakuli', 'IAGA:KAR']",Karmakuli
"['IAGA:KAS', 'Karsani']",IAGA:KAS
"['IAGA:KSH', 'Kashi']",IAGA:KSH
"['IAGA:KAT', 'Katuura']",IAGA:KAT
"['Keetmanshoop', 'IAGA:KEE']",Keetmanshoop
"['IAGA:KEL', 'Keles']",IAGA:KEL
"['IAGA:KEM', 'Kem']",IAGA:KEM
"['Kerguelen', 'IAGA:KGL']",Kerguelen
"['IAGA:KEW', 'Kew']",IAGA:KEW
"['Key.West', 'IAGA:KWT']",Key.West
"['Khabarovsk', 'IAGA:KHB']",Khabarovsk
"['Kharasavey', 'IAGA:KHS']",Kharasavey
"['IAGA:KIE', 'Kiel']",IAGA:KIE
"['King.George.Island', 'IAGA:KGI']",King.George.Island
"['King.Point', 'IAGA:KPT']",King.Point
"['Kinguafjord', 'IAGA:KGF']",Kinguafjord
"['IAGA:KIR', 'Kiruna']",IAGA:KIR
"['Klagenfurt', 'IAGA:KFT']",Klagenfurt
"['IAGA:KLY', 'Klyuchi']",IAGA:KLY
"['Kodaikanal', 'IAGA:KOD']",Kodaikanal
"['Kontagora', 'IAGA:KNT']",Kontagora
"['IAGA:KTS', 'Korets']",IAGA:KTS
"['IAGA:KOR', 'Koror']",IAGA:KOR
"['Kotzebue', 'IAGA:KOT']",Kotzebue
"['IAGA:KOU', 'Kourou']",IAGA:KOU
"['IAGA:CRA', 'Krakau']",IAGA:CRA
"['Krasnaya.Pakhra', 'IAGA:MOS']",Krasnaya.Pakhra
"['Kremsmunster', 'IAGA:KRE']",Kremsmunster
"['IAGA:KSA', 'Ksara']",IAGA:KSA
"['IAGA:KTC', 'Kuchino']",IAGA:KTC
"['IAGA:KUM', 'Kumasi']",IAGA:KUM
"['IAGA:KUP', 'Kupang']",IAGA:KUP
"['IAGA:KUY', 'Kuyper']",IAGA:KUY
"['Kwajalein', 'IAGA:KWJ']",Kwajalein
"['Kzil-Agach', 'IAGA:KZA']",Kzil-Agach
"['La.Maddalena', 'IAGA:LMD']",La.Maddalena
"['IAGA:LPB', 'La.Paz']",IAGA:LPB
"['La.Quiaca', 'IAGA:LQA']",La.Quiaca
"['Langenberg.And.Bochum', 'IAGA:BOC']",Langenberg.And.Bochum
"['IAGA:LZH', 'Lanzhou']",IAGA:LZH
"[""L'Aquila"", 'IAGA:AQU']",L'Aquila
"['Las.Acacias', 'IAGA:LAS']",Las.Acacias
"['IAGA:LAU', 'Lauder']",IAGA:LAU
"['IAGA:LZV', 'Lazarev']",IAGA:LZV
"['Leadville', 'IAGA:LDV']",Leadville
"['Learmonth', 'IAGA:LRM']",Learmonth
"['IAGA:LED', 'Leduc']",IAGA:LED
"['Leirvogur', 'IAGA:LRV']",Leirvogur
"['IAGA:LER', 'Lerwick']",IAGA:LER
"['IAGA:LSA', 'Lhasa']",IAGA:LSA
"['IAGA:LIS', 'Lisbon']",IAGA:LIS
"['Little.America', 'IAGA:LAA']",Little.America
"['Livingston.Island', 'IAGA:LIV']",Livingston.Island
"['IAGA:LGR', 'Logrono']",IAGA:LGR
"['IAGA:LOC', 'Lompoc']",IAGA:LOC
"['Murmansk', 'IAGA:MMK']",Murmansk
"['Loring.AFB', 'IAGA:LOB']",Loring.AFB
"['Los.Angeles', 'IAGA:LOS']",Los.Angeles
"['Lourenco.Marques', 'IAGA:LMM']",Lourenco.Marques
"['IAGA:LOV', 'Lovo']",IAGA:LOV
"['Lovozero', 'IAGA:LOZ']",Lovozero
"['IAGA:LUA', 'Luanda']",IAGA:LUA
"['IAGA:LUB', 'Lubeck']",IAGA:LUB
"['Lucky.Lake', 'IAGA:LUC']",Lucky.Lake
"['Lukiapang-1', 'IAGA:LKP']",Lukiapang-1
"['Lukiapang-2', 'IAGA:LUK']",Lukiapang-2
"['IAGA:LNP', 'Lunping']",IAGA:LNP
"['IAGA:LVV', 'Lvov']",IAGA:LVV
"['IAGA:LWI', 'Lwiro']",IAGA:LWI
"['Lynn.Lake', 'IAGA:LYN']",Lynn.Lake
"['Macquarie.Island', 'IAGA:MCQ']",Macquarie.Island
"['IAGA:MDS', 'Madras']",IAGA:MDS
"['IAGA:MDD', 'Madrid']",IAGA:MDD
"['IAGA:MGD', 'Magadan']",IAGA:MGD
"['Magallanes', 'IAGA:MGS']",Magallanes
"['Maisach-1', 'IAGA:MAS']",Maisach-1
"['Maisach-2', 'IAGA:MSC']",Maisach-2
"['Vladivostok', 'IAGA:MAI']",Vladivostok
"['IAGA:MJR', 'Majuro']",IAGA:MJR
"['Makerstoun', 'IAGA:MAK']",Makerstoun
"['Malyye.Karmakuly', 'IAGA:MKL']",Malyye.Karmakuly
"['IAGA:MND', 'Manado']",IAGA:MND
"['IAGA:MAB', 'Manhay']",IAGA:MAB
"['IAGA:MAN', 'Manila']",IAGA:MAN
"['Manzhouli', 'IAGA:MZL']",Manzhouli
"['Marion.Island', 'IAGA:MRN']",Marion.Island
"['Martin.De.Vivies', 'IAGA:AMS']",Martin.De.Vivies
"['Matochkin.Shar', 'IAGA:MSR']",Matochkin.Shar
"['Mauritius', 'IAGA:MRI']",Mauritius
"['IAGA:MAW', 'Mawson']",IAGA:MAW
"['IAGA:MBO', 'MBour']",IAGA:MBO
"['Mcmath-Hulbert', 'IAGA:MMH']",Mcmath-Hulbert
"['IAGA:MCM', 'Mcmurdo']",IAGA:MCM
"['IAGA:MEA', 'Meanook']",IAGA:MEA
"['Melbourne', 'IAGA:MEL']",Melbourne
"['Melville.AFB', 'IAGA:MEV']",Melville.AFB
"['Memambetsu', 'IAGA:MMB']",Memambetsu
"['Mexico.City', 'IAGA:MEX']",Mexico.City
"['Midway-1', 'IAGA:MDY']",Midway-1
"['Midway-2', 'IAGA:MID']",Midway-2
"['IAGA:BMK', 'Mikolow']",IAGA:BMK
"['Minamitory.Shima', 'IAGA:MIN']",Minamitory.Shima
"['Minneapolis', 'IAGA:MNN']",Minneapolis
"['Pleshenitzi', 'IAGA:MNK']",Pleshenitzi
"['IAGA:MIR', 'Mirny']",IAGA:MIR
"['Misallat', 'IAGA:MLT']",Misallat
"['IAGA:MIU', 'Miyazu']",IAGA:MIU
"['IAGA:MIO', 'Mizuho']",IAGA:MIO
"['Mizusawa', 'IAGA:MIZ']",Mizusawa
"['IAGA:MOH', 'Mo.He']",IAGA:MOH
"['IAGA:MFP', 'Moca']",IAGA:MFP
"['IAGA:MOD', 'Modiim']",IAGA:MOD
"['Mogadiscio', 'IAGA:MOG']",Mogadiscio
"['Molodezhnaya', 'IAGA:MOL']",Molodezhnaya
"['IAGA:MSK', 'Moskva']",IAGA:MSK
"['Mould.Bay', 'IAGA:MBC']",Mould.Bay
"['Mount.Weather', 'IAGA:MWR']",Mount.Weather
"['Mt.Clemens', 'IAGA:MCL']",Mt.Clemens
"['Mt.Wilson', 'IAGA:MWC']",Mt.Wilson
"['IAGA:MNH', 'Munchen']",IAGA:MNH
"['Muntinlupa', 'IAGA:MUT']",Muntinlupa
"['Murchison.Bay', 'IAGA:MUB']",Murchison.Bay
"['Murmansk', 'IAGA:MRM']",Murmansk
"['IAGA:NGP', 'Nagpur']",IAGA:NGP
"['Nagycenk', 'IAGA:NCK']",Nagycenk
"['IAGA:NAI', 'Nairobi']",IAGA:NAI
"['IAGA:NMP', 'Nampula']",IAGA:NMP
"['Nanortalik', 'IAGA:NNT']",Nanortalik
"['IAGA:NTS', 'Nantes']",IAGA:NTS
"['Narssarssuaq', 'IAGA:NAQ']",Narssarssuaq
"['Nerchinsk', 'IAGA:NER']",Nerchinsk
"['Neufahrwasser', 'IAGA:NFW']",Neufahrwasser
"['IAGA:VNA', 'VNA']",IAGA:VNA
"['New.Alesund', 'IAGA:NAL']",New.Alesund
"['New.Year.Island', 'IAGA:NYI']",New.Year.Island
"['IAGA:NEW', 'Newport']",IAGA:NEW
"['IAGA:NCE', 'Nice']",IAGA:NCE
"['IAGA:NDA', 'Nida']",IAGA:NDA
"['IAGA:NGK', 'Niemegk']",IAGA:NGK
"['Nitsanim', 'IAGA:NSM']",Nitsanim
"['Nizhnedevitsk', 'IAGA:NNV']",Nizhnedevitsk
"['IAGA:NRD', 'Nord']",IAGA:NRD
"['IAGA:NOK', 'Norilsk']",IAGA:NOK
"['Norman.Wells', 'IAGA:NOW']",Norman.Wells
"['North.Pole.10', 'IAGA:NPJ']",North.Pole.10
"['North.Pole.12', 'IAGA:NPL']",North.Pole.12
"['North.Pole.13', 'IAGA:NPM']",North.Pole.13
"['North.Pole.6', 'IAGA:NPF']",North.Pole.6
"['North.Pole.7', 'IAGA:NPG']",North.Pole.7
"['North.Pole.8', 'IAGA:NPH']",North.Pole.8
"['Northway', 'IAGA:NRW']",Northway
"['Norway.House', 'IAGA:NHO']",Norway.House
"['Norway.Station', 'IAGA:NWS']",Norway.Station
"['Novokazalinsk', 'IAGA:NKK']",Novokazalinsk
"['Novolazarevskaya', 'IAGA:NVL']",Novolazarevskaya
"['Novosibirsk', 'IAGA:NVS']",Novosibirsk
"['IAGA:NMT', 'Numto']",IAGA:NMT
"['Nurmijarvi', 'IAGA:NUR']",Nurmijarvi
"['IAGA:OAS', 'Oasis']",IAGA:OAS
"['IAGA:ODA', 'Odessa']",IAGA:ODA
"[""O'Gyalia"", 'IAGA:OGY']",O'Gyalia
"['IAGA:OKN', 'Okinawa']",IAGA:OKN
"['IAGA:ONW', 'Onagawa']",IAGA:ONW
"['Orange.Bay', 'IAGA:ORB']",Orange.Bay
"['Orcadas.Del.Sur', 'IAGA:ORC']",Orcadas.Del.Sur
"['IAGA:OSL', 'Oslo']",IAGA:OSL
"['IAGA:OTM', 'Otomari']",IAGA:OTM
"['IAGA:OTT', 'Ottawa']",IAGA:OTT
"['Oulujarvi', 'IAGA:OUL']",Oulujarvi
"['IAGA:PLA', 'Palau']",IAGA:PLA
"['Palmyra.Island', 'IAGA:PAI']",Palmyra.Island
"['Panagyurishte', 'IAGA:PAG']",Panagyurishte
"['IAGA:PPT', 'Papeete']",IAGA:PPT
"['Paramaribo', 'IAGA:PAB']",Paramaribo
"['Petropavlovsk', 'IAGA:PET']",Petropavlovsk
"['Patacamaya', 'IAGA:PTY']",Patacamaya
"['IAGA:PAT', 'Patrick']",IAGA:PAT
"['Irkoutsk', 'IAGA:IRT']",Irkoutsk
"['IAGA:PBK', 'Pebek']",IAGA:PBK
"['IAGA:PEG', 'Pedeli']",IAGA:PEG
"['Peking.1', 'IAGA:PEK']",Peking.1
"['IAGA:PNN', 'Penang']",IAGA:PNN
"['Perpignan', 'IAGA:PER']",Perpignan
"['IAGA:PTS', 'Petsamo']",IAGA:PTS
"['Philadelphia', 'IAGA:PGC']",Philadelphia
"['IAGA:PHU', 'Phutuy']",IAGA:PHU
"['IAGA:PIL', 'Pilar']",IAGA:PIL
"['Pionerskaya', 'IAGA:PIO']",Pionerskaya
"['Pitlekaya', 'IAGA:PTL']",Pitlekaya
"['Plaisance', 'IAGA:PLS']",Plaisance
"['IAGA:PTU', 'Plateau']",IAGA:PTU
"['Podkamenaya.Tunguska', 'IAGA:POD']",Podkamenaya.Tunguska
"['Poker.Flat', 'IAGA:POK']",Poker.Flat
"['IAGA:POL', 'Pola']",IAGA:POL
"['Pondicherry', 'IAGA:PND']",Pondicherry
"['Port.Aux.Francais', 'IAGA:PAF']",Port.Aux.Francais
"['Port.Foulke', 'IAGA:PFK']",Port.Foulke
"[""Port.Jeanne.D'Arc"", 'IAGA:PJA']",Port.Jeanne.D'Arc
"['Port.Moresby', 'IAGA:PMG']",Port.Moresby
"['Port.Stanley', 'IAGA:PST']",Port.Stanley
"['Poste.De.La.Baleine', 'IAGA:PBQ']",Poste.De.La.Baleine
"['IAGA:POT', 'Potsdam']",IAGA:POT
"['IAGA:PRA', 'Prague']",IAGA:PRA
"['Preobrazhenia', 'IAGA:PRE']",Preobrazhenia
"['IAGA:PCU', 'Price']",IAGA:PCU
"['Pruhonice', 'IAGA:PRU']",Pruhonice
"['Qianling', 'IAGA:QIX']",Qianling
"['Qiongzhong', 'IAGA:QGZ']",Qiongzhong
"['IAGA:QSB', 'Qsaybeh']",IAGA:QSB
"['Quanzhou', 'IAGA:QZH']",Quanzhou
"['IAGA:QUE', 'Quetta']",IAGA:QUE
"['Raciborg', 'IAGA:RAC']",Raciborg
"['Rankin.Inlet', 'IAGA:RIT']",Rankin.Inlet
"['Rapid.City', 'IAGA:RPC']",Rapid.City
"['Refuge.Harbour', 'IAGA:RFH']",Refuge.Harbour
"['Regensberg', 'IAGA:REG']",Regensberg
"['Resolute.Bay', 'IAGA:RES']",Resolute.Bay
"['Rio.De.Janeiro', 'IAGA:RDJ']",Rio.De.Janeiro
"['Roburent', 'IAGA:ROB']",Roburent
"['Roi.Baudouin', 'IAGA:RBD']",Roi.Baudouin
"['IAGA:ROK', 'Rostock']",IAGA:ROK
"['Rostov.On.Don', 'IAGA:ROD']",Rostov.On.Don
"['Rude.Skov', 'IAGA:RSV']",Rude.Skov
"['IAGA:RYB', 'Rybachy']",IAGA:RYB
"['Las.Mesas', 'IAGA:TEN']",Las.Mesas
"['Sabhawala', 'IAGA:SAB']",Sabhawala
"['Sable.Island', 'IAGA:SBL']",Sable.Island
"['Sachs.Harbour', 'IAGA:SAH']",Sachs.Harbour
"['Sagastyr', 'IAGA:SAG']",Sagastyr
"['Saint.Maur', 'IAGA:PSM']",Saint.Maur
"['San.Fernando', 'IAGA:SFS']",San.Fernando
"['San.Jose.Dos.Campos', 'IAGA:SJB']",San.Jose.Dos.Campos
"['San.Jose.Las.Lajas', 'IAGA:SJL']",San.Jose.Las.Lajas
"['San.Juan.1-2-3', 'IAGA:SJG']",San.Juan.1-2-3
"['San.Miguel', 'IAGA:SMG']",San.Miguel
"['San.Pablo.De.Los.Montes', 'IAGA:SPT']",San.Pablo.De.Los.Montes
"['IAGA:SNA', 'Sanae']",IAGA:SNA
"['Santiago', 'IAGA:SNT']",Santiago
"['IAGA:SAN', 'Sanya']",IAGA:SAN
"['Saskatoon', 'IAGA:SAS']",Saskatoon
"['Scoresby.Sund', 'IAGA:SCO']",Scoresby.Sund
"['Scott.Base', 'IAGA:SBA']",Scott.Base
"['Sdr.Stromfjord', 'IAGA:STF']",Sdr.Stromfjord
"['IAGA:SED', 'Seddin']",IAGA:SED
"['IAGA:SEO', 'Seoul']",IAGA:SEO
"['IAGA:SEY', 'Seykha']",IAGA:SEY
"['IAGA:SHT', 'Shatsk']",IAGA:SHT
"['She-Shan', 'IAGA:SSH']",She-Shan
"['Shepherd.Bay', 'IAGA:SHB']",Shepherd.Bay
"['Shillong', 'IAGA:SHL']",Shillong
"['Shumagin', 'IAGA:SHU']",Shumagin
"['Sidmouth', 'IAGA:SDH']",Sidmouth
"['IAGA:SIL', 'Silchar']",IAGA:SIL
"['Simferopol', 'IAGA:SIM']",Simferopol
"['Simosato', 'IAGA:SSO']",Simosato
"['Singapore', 'IAGA:SIN']",Singapore
"['IAGA:SPL', 'Siple']",IAGA:SPL
"['IAGA:SIT', 'Sitka']",IAGA:SIT
"['IAGA:SLU', 'Slutsk']",IAGA:SLU
"['Sodankyla', 'IAGA:SOD']",Sodankyla
"['IAGA:SOG', 'Sogra']",IAGA:SOG
"['Sonmiani', 'IAGA:SON']",Sonmiani
"['IAGA:SOR', 'Soroa']",IAGA:SOR
"['South.Georgia', 'IAGA:SGE']",South.Georgia
"['South.Pole', 'IAGA:SPA']",South.Pole
"['South.Uist', 'IAGA:SOU']",South.Uist
"['Spitsbergen', 'IAGA:SPB']",Spitsbergen
"['Srednikan', 'IAGA:SRE']",Srednikan
"['Srobarova', 'IAGA:SRO']",Srobarova
"['St.Helier', 'IAGA:STH']",St.Helier
"[""St.John's"", 'IAGA:STJ']",St.John's
"['St..Petersburg', 'IAGA:SPE']",St..Petersburg
"['Stepanovka', 'IAGA:ODE']",Stepanovka
"['Stettin-Zabelsdorf', 'IAGA:SZA']",Stettin-Zabelsdorf
"['Stonyhurst', 'IAGA:STO']",Stonyhurst
"['IAGA:SUB', 'Sudbury']",IAGA:SUB
"['Sukkertoppen', 'IAGA:SKT']",Sukkertoppen
"['IAGA:SUA', 'Surlari']",IAGA:SUA
"['Sveagruva', 'IAGA:SVG']",Sveagruva
"['Yekaterinburg', 'IAGA:SVE']",Yekaterinburg
"['IAGA:SWI', 'Swider']",IAGA:SWI
"['IAGA:SYD', 'Sydney']",IAGA:SYD
"['Syowa.Base', 'IAGA:SYO']",Syowa.Base
"['Tacubaya', 'IAGA:TAC']",Tacubaya
"['IAGA:TAH', 'Tahiti']",IAGA:TAH
"['IAGA:TAP', 'Taihoku']",IAGA:TAP
"['IAGA:TAL', 'Talara']",IAGA:TAL
"['Talkeetna', 'IAGA:TLK']",Talkeetna
"['Tamanrasset', 'IAGA:TAM']",Tamanrasset
"['IAGA:TMB', 'Tambey']",IAGA:TMB
"['IAGA:TPA', 'Tampa']",IAGA:TPA
"['Tangerang', 'IAGA:TNG']",Tangerang
"['Tashkent-1', 'IAGA:TAS']",Tashkent-1
"['Yangi-Bazar', 'IAGA:TKT']",Yangi-Bazar
"['Tasiusak', 'IAGA:TSK']",Tasiusak
"[""Tate's.Cairn"", 'IAGA:TCN']",Tate's.Cairn
"['IAGA:TTB', 'Tatuoca']",IAGA:TTB
"['IAGA:TEH', 'Teheran']",IAGA:TEH
"['Tellnitz', 'IAGA:TEL']",Tellnitz
"['Teoloyucan', 'IAGA:TEO']",Teoloyucan
"['Teplitz.Bay', 'IAGA:TPB']",Teplitz.Bay
"['Terra.Nova.Bay', 'IAGA:TNB']",Terra.Nova.Bay
"['Terre.Adelie', 'IAGA:TAA']",Terre.Adelie
"['IAGA:TEV', 'Tevriz']",IAGA:TEV
"['Thompson', 'IAGA:TMP']",Thompson
"['IAGA:THD', 'Dundas']",IAGA:THD
"['Camp.Tuto', 'IAGA:THU']",Camp.Tuto
"['IAGA:THL', 'Qanaq']",IAGA:THL
"['IAGA:TIF', 'Tiflis']",IAGA:TIF
"['IAGA:THY', 'Tihany']",IAGA:THY
"['Tikhaya.Bay', 'IAGA:TKH']",Tikhaya.Bay
"['IAGA:TIO', 'Tiouine']",IAGA:TIO
"['Tiruchirapalli', 'IAGA:TIP']",Tiruchirapalli
"['Tirunelveli', 'IAGA:TIR']",Tirunelveli
"['Tixie.Bay', 'IAGA:TIK']",Tixie.Bay
"['IAGA:TOK', 'Tokyo']",IAGA:TOK
"['IAGA:TOL', 'Toledo']",IAGA:TOL
"['IAGA:TMK', 'Tomsk']",IAGA:TMK
"['IAGA:TND', 'Tondano']",IAGA:TND
"['IAGA:THJ', 'Tonghai']",IAGA:THJ
"['Toolangi', 'IAGA:TOO']",Toolangi
"['IAGA:TOR', 'Toronto']",IAGA:TOR
"['Toulouse', 'IAGA:TLS']",Toulouse
"['IAGA:TGO', 'Toungoo']",IAGA:TGO
"['Toyoharanew', 'IAGA:TOH']",Toyoharanew
"['IAGA:TRW', 'Trelew']",IAGA:TRW
"['Trivandrum', 'IAGA:TRD']",Trivandrum
"['IAGA:TRO', 'Tromso']",IAGA:TRO
"['IAGA:TSI', 'Qingdao']",IAGA:TSI
"['IAGA:TSU', 'Tsumeb']",IAGA:TSU
"['IAGA:TUC', 'Tucson']",IAGA:TUC
"['IAGA:TUL', 'Tulsa']",IAGA:TUL
"['Tungsten', 'IAGA:TST']",Tungsten
"['Tuntungan', 'IAGA:TUN']",Tuntungan
"['IAGA:UCC', 'Uccle']",IAGA:UCC
"['IAGA:UGT', 'Ugut']",IAGA:UGT
"['IAGA:UJJ', 'Ujjain']",IAGA:UJJ
"['IAGA:UKH', 'Ukhta']",IAGA:UKH
"['Ulan.Bator', 'IAGA:UBA']",Ulan.Bator
"['IAGA:UMA', 'Umba']",IAGA:UMA
"['Uppsala.1', 'IAGA:UPP']",Uppsala.1
"['Uppsala.2', 'IAGA:UPS']",Uppsala.2
"['Uranium.City', 'IAGA:URC']",Uranium.City
"['IAGA:WMQ', 'Urumqi']",IAGA:WMQ
"['IAGA:UTR', 'Utrecht']",IAGA:UTR
"['Val.Joyeux', 'IAGA:VLJ']",Val.Joyeux
"['Valentia', 'IAGA:VAL']",Valentia
"['Van.Rensselaer', 'IAGA:VAN']",Van.Rensselaer
"['Vassouras', 'IAGA:VSS']",Vassouras
"['Victoria', 'IAGA:VIC']",Victoria
"['IAGA:VQS', 'Vieques']",IAGA:VQS
"['Villa.Remedios', 'IAGA:VRE']",Villa.Remedios
"['Visakhapatnam', 'IAGA:VSK']",Visakhapatnam
"['Voeikovo', 'IAGA:LNN']",Voeikovo
"['Voroshilov', 'IAGA:VOR']",Voroshilov
"['IAGA:VOS', 'Vostok']",IAGA:VOS
"['Vykhodnoy', 'IAGA:VYK']",Vykhodnoy
"['Vysokaya.Dubrava', 'IAGA:SVD']",Vysokaya.Dubrava
"['Wake.Island', 'IAGA:WKE']",Wake.Island
"['Warnkenhagen', 'IAGA:WRH']",Warnkenhagen
"['IAGA:WSW', 'Warsaw']",IAGA:WSW
"['Washington', 'IAGA:WDC']",Washington
"['Watheroo', 'IAGA:WAT']",Watheroo
"['IAGA:WES', 'Weston']",IAGA:WES
"['White.Shell', 'IAGA:WHS']",White.Shell
"['IAGA:WIK', 'Wien']",IAGA:WIK
"['Wien-Auhof', 'IAGA:WIA']",Wien-Auhof
"['Wien-Kobenzl', 'IAGA:WIK']",Wien-Kobenzl
"['Wilhelmshaven', 'IAGA:WLH']",Wilhelmshaven
"['IAGA:WIL', 'Wilkes']",IAGA:WIL
"['IAGA:WNG', 'Wingst']",IAGA:WNG
"['Winnipeg', 'IAGA:WNP']",Winnipeg
"['Witteveen', 'IAGA:WIT']",Witteveen
"['IAGA:WHN', 'Wuhan']",IAGA:WHN
"['IAGA:WUS', 'Wustrow']",IAGA:WUS
"['IAGA:YAK', 'Yakutsk']",IAGA:YAK
"['Yangi.Bazar', 'IAGA:TKT']",Yangi.Bazar
"['IAGA:YAU', 'Yauca']",IAGA:YAU
"['Yellowknife', 'IAGA:YKC']",Yellowknife
"['Yuzhno.Sakhalinsk', 'IAGA:YSS']",Yuzhno.Sakhalinsk
"['Yuzhny.Shar', 'IAGA:YSH']",Yuzhny.Shar
"['IAGA:KZN', 'Kazan']",IAGA:KZN
"['IAGA:ZAR', 'Zaria']",IAGA:ZAR
"['Zhong.Shan', 'IAGA:ZHS']",Zhong.Shan
"['Zi.Ka.Wei', 'IAGA:ZKW']",Zi.Ka.Wei
"['IAGA:ZIN', 'Zinzen']",IAGA:ZIN
"['IAGA:ZSC', 'Zo.Se']",IAGA:ZSC
"['IAGA:ZUY', 'Zuy']",IAGA:ZUY
