ResourceID,hcut_id,short_name,long_name
spase://SMWG/Observatory/IAGA/Trelew,IAGA_Trelew,Trelew,IAGA:TRW
spase://SMWG/Observatory/IAGA/Trivandrum,IAGA_Trivandrum,Trivandrum,Trivandrum
spase://SMWG/Observatory/IAGA/Tromso,IAGA_Tromso,TRO,IAGA:TRO
spase://SMWG/Observatory/IAGA/Tsingtao,IAGA_Tsingtao,Tsingtao Qingdao,IAGA:TSI
spase://SMWG/Observatory/IAGA/Tsumeb,IAGA_Tsumeb,Tsumeb,IAGA:TSU
spase://SMWG/Observatory/IAGA/Tucson,IAGA_Tucson,TUC,IAGA:TUC
spase://SMWG/Observatory/IAGA/Tulsa,IAGA_Tulsa,Tulsa,IAGA:TUL
spase://SMWG/Observatory/IAGA/Tungsten,IAGA_Tungsten,Tungsten,Tungsten
spase://SMWG/Observatory/IAGA/Tuntungan,IAGA_Tuntungan,Tuntungan,Tuntungan
spase://SMWG/Observatory/IAGA/Uccle,IAGA_Uccle,Uccle,IAGA:UCC
spase://SMWG/Observatory/IAGA/Ugut,IAGA_Ugut,Ugut,IAGA:UGT
spase://SMWG/Observatory/IAGA/Ujjain,IAGA_Ujjain,Ujjain,IAGA:UJJ
spase://SMWG/Observatory/IAGA/Ukhta,IAGA_Ukhta,Ukhta,IAGA:UKH
spase://SMWG/Observatory/IAGA/Ulan.Bator,IAGA_Ulan.Bator,Ulan Bator,Ulan.Bator
spase://SMWG/Observatory/IAGA/Umba,IAGA_Umba,Umba,IAGA:UMA
spase://SMWG/Observatory/IAGA/Uppsala.1,IAGA_Uppsala.1,Uppsala.1,Uppsala.1
spase://SMWG/Observatory/IAGA/Uppsala.2,IAGA_Uppsala.2,Uppsala.2,Uppsala.2
spase://SMWG/Observatory/IAGA/Uranium.City,IAGA_Uranium.City,Uranium City,Uranium.City
spase://SMWG/Observatory/IAGA/Urumqi,IAGA_Urumqi,Urumqi,IAGA:WMQ
spase://SMWG/Observatory/IAGA/Utrecht,IAGA_Utrecht,Utrecht,IAGA:UTR
spase://SMWG/Observatory/IAGA/Val.Joyeux,IAGA_Val.Joyeux,Val Joyeux,Val.Joyeux
spase://SMWG/Observatory/IAGA/Valentia,IAGA_Valentia,Valentia,Valentia
spase://SMWG/Observatory/IAGA/Van.Rensselaer,IAGA_Van.Rensselaer,Van Rensselaer,Van.Rensselaer
spase://SMWG/Observatory/IAGA/Vassouras,IAGA_Vassouras,Vassouras,Vassouras
spase://SMWG/Observatory/IAGA/Victoria,IAGA_Victoria,VIC,Victoria
spase://SMWG/Observatory/IAGA/Vieques,IAGA_Vieques,Vieques,IAGA:VQS
spase://SMWG/Observatory/IAGA/Villa.Remedios,IAGA_Villa.Remedios,Villa Remedios,Villa.Remedios
spase://SMWG/Observatory/IAGA/Visakhapatnam,IAGA_Visakhapatnam,Visakhapatnam,Visakhapatnam
spase://SMWG/Observatory/IAGA/Voeikovo,IAGA_Voeikovo,Voeikovo,Voeikovo
spase://SMWG/Observatory/IAGA/Voroshilov,IAGA_Voroshilov,Voroshilov,Voroshilov
spase://SMWG/Observatory/IAGA/Vostok,IAGA_Vostok,VOS,IAGA:VOS
spase://SMWG/Observatory/IAGA/Vykhodnoy,IAGA_Vykhodnoy,Vykhodnoy,Vykhodnoy
spase://SMWG/Observatory/IAGA/Vysokaya.Dubrava,IAGA_Vysokaya.Dubrava,Vysokaya Dubrava,Vysokaya.Dubrava
spase://SMWG/Observatory/IAGA/Wake.Island,IAGA_Wake.Island,Wake Island,Wake.Island
spase://SMWG/Observatory/IAGA/Warnkenhagen,IAGA_Warnkenhagen,Warnkenhagen,Warnkenhagen
spase://SMWG/Observatory/IAGA/Warsaw,IAGA_Warsaw,Warsaw,IAGA:WSW
spase://SMWG/Observatory/IAGA/Washington,IAGA_Washington,Washington,Washington
spase://SMWG/Observatory/IAGA/Watheroo,IAGA_Watheroo,Watheroo,Watheroo
spase://SMWG/Observatory/IAGA/Weston,IAGA_Weston,Weston,IAGA:WES
spase://SMWG/Observatory/IAGA/White.Shell,IAGA_White.Shell,White Shell,White.Shell
spase://SMWG/Observatory/IAGA/Wien,IAGA_Wien,Wien,IAGA:WIK
spase://SMWG/Observatory/IAGA/Wien.Auhof,IAGA_Wien.Auhof,Wien Auhof,Wien-Auhof
spase://SMWG/Observatory/IAGA/Wien.Kobenzl,IAGA_Wien.Kobenzl,Wien Kobenzl,Wien-Kobenzl
spase://SMWG/Observatory/IAGA/Wilhelmshaven,IAGA_Wilhelmshaven,Wilhelmshaven,Wilhelmshaven
spase://SMWG/Observatory/IAGA/Wilkes,IAGA_Wilkes,Wilkes,IAGA:WIL
spase://SMWG/Observatory/IAGA/Wingst,IAGA_Wingst,Wingst,IAGA:WNG
spase://SMWG/Observatory/IAGA/Winnipeg,IAGA_Winnipeg,Winnipeg,Winnipeg
spase://SMWG/Observatory/IAGA/Witteveen,IAGA_Witteveen,Witteveen,Witteveen
spase://SMWG/Observatory/IAGA/Wuhan,IAGA_Wuhan,Wuhan,IAGA:WHN
spase://SMWG/Observatory/IAGA/Wustrow,IAGA_Wustrow,Wustrow,IAGA:WUS
spase://SMWG/Observatory/IAGA/Yakutsk,IAGA_Yakutsk,Yakutsk,IAGA:YAK
spase://SMWG/Observatory/IAGA/Yangi.Bazar,IAGA_Yangi.Bazar,Yangi Bazar,Yangi.Bazar
spase://SMWG/Observatory/IAGA/Yauca,IAGA_Yauca,Yauca,IAGA:YAU
spase://SMWG/Observatory/IAGA/Yellowknife,IAGA_Yellowknife,YKC,Yellowknife
spase://SMWG/Observatory/IAGA/Yuzhno.Sakhalinsk,IAGA_Yuzhno.Sakhalinsk,Yuzhno Sakhalinsk,Yuzhno.Sakhalinsk
spase://SMWG/Observatory/IAGA/Yuzhny.Shar,IAGA_Yuzhny.Shar,Yuzhny Shar,Yuzhny.Shar
spase://SMWG/Observatory/IAGA/Zaimishche,IAGA_Zaimishche,Zaimishche Kazan,IAGA:KZN
spase://SMWG/Observatory/IAGA/Zaria,IAGA_Zaria,Zaria,IAGA:ZAR
spase://SMWG/Observatory/IAGA/Zhong.Shan,IAGA_Zhong.Shan,Zhong Shan,Zhong.Shan
spase://SMWG/Observatory/IAGA/Zi.Ka.Wei,IAGA_Zi.Ka.Wei,Zi Ka Wei,Zi.Ka.Wei
spase://SMWG/Observatory/IAGA/Zinzen,IAGA_Zinzen,Zinzen,IAGA:ZIN
spase://SMWG/Observatory/IAGA/Zo.Se,IAGA_Zo.Se,Zo Se,IAGA:ZSC
spase://SMWG/Observatory/IAGA/Zuy,IAGA_Zuy,Zuy,IAGA:ZUY
spase://SMWG/Observatory/IBEX,IBEX,IBEX,Interstellar Boundary Explorer
spase://SMWG/Observatory/ICESTAR,ICESTAR,ICESTAR Observatory Group,ICESTAR Ground Observatory Group
spase://SMWG/Observatory/ICESTAR/AGO.P1,ICESTAR_AGO.P1,AGO P1,AGO P1
spase://SMWG/Observatory/ICESTAR/AGO.P2,ICESTAR_AGO.P2,AGO P2,AGO P2
spase://SMWG/Observatory/ICESTAR/AGO.P3,ICESTAR_AGO.P3,AGO P3,AGO P3
spase://SMWG/Observatory/ICESTAR/AGO.P4,ICESTAR_AGO.P4,AGO P4,AGO P4
spase://SMWG/Observatory/ICESTAR/AGO.P5,ICESTAR_AGO.P5,AGO P5,AGO P5
spase://SMWG/Observatory/ICESTAR/AGO.P6,ICESTAR_AGO.P6,AGO P6,AGO P6
spase://SMWG/Observatory/ICESTAR/Gakona,ICESTAR_Gakona,Gakona,Gakona
spase://SMWG/Observatory/ICESTAR/Iqaluit,ICESTAR_Iqaluit,Iqaluit,Iqaluit
spase://SMWG/Observatory/ICESTAR/McMurdo,ICESTAR_McMurdo,McMurdo,McMurdo
spase://SMWG/Observatory/ICESTAR/South.Pole,ICESTAR_South.Pole,South Pole,South Pole
spase://SMWG/Observatory/ICON,ICON,ICON,Ionospheric Connection
spase://SMWG/Observatory/IGPPLANL,IGPPLANL,IGPP LANL Observatory Group,IGPP LANL magnetometer chain
spase://SMWG/Observatory/IGPPLANL/Air.Force.Academy,IGPPLANL_Air.Force.Academy,IGPP LANL Air Force Academy Magnetometer,IGPP-LANL Air Force Academy Magnetometer
spase://SMWG/Observatory/IGPPLANL/Boulder,IGPPLANL_Boulder,IGPP LANL Boulder Magnetometer,IGPP-LANL Boulder Magnetometer
spase://SMWG/Observatory/IGPPLANL/Cambridge,IGPPLANL_Cambridge,IGPP LANL Cambridge Magnetometer,IGPP-LANL Cambridge Magnetometer
spase://SMWG/Observatory/IGPPLANL/Crete,IGPPLANL_Crete,IGPP LANL Crete Magnetometer,IGPP-LANL Crete Magnetometer
spase://SMWG/Observatory/IGPPLANL/Jicamarca,IGPPLANL_Jicamarca,IGPP LANL Jicamarca Magnetometer,IGPP-LANL Jicamarca Magnetometer
spase://SMWG/Observatory/IGPPLANL/Los.Alamos.National.Laboratory,IGPPLANL_Los.Alamos.National.Laboratory,IGPP LANL Los Alamos National Laboratory Magnetometer,IGPP-LANL Los Alamos National Laboratory Magnetometer
spase://SMWG/Observatory/IGPPLANL/Rapid.City,IGPPLANL_Rapid.City,IGPP LANL Rapid City Magnetometer,IGPP-LANL Rapid City Magnetometer
spase://SMWG/Observatory/IGPPLANL/San.Gabriel.Dam,IGPPLANL_San.Gabriel.Dam,IGPP LANL San Gabriel Dam Magnetometer,IGPP-LANL San Gabriel Dam Magnetometer
spase://SMWG/Observatory/IGPPLANL/Southeast.Louisiana.University,IGPPLANL_Southeast.Louisiana.University,IGPP LANL SE Louisiana University Magnetometer,IGPP-LANL SE Louisiana University Magnetometer
spase://SMWG/Observatory/IGPPLANL/Table.Mountain,IGPPLANL_Table.Mountain,IGPP LANL Table Mountain Magnetometer,IGPP-LANL Table Mountain Magnetometer
spase://SMWG/Observatory/IGPPLANL/Teoloyucan,IGPPLANL_Teoloyucan,IGPP LANL Teoloyucan Magnetometer,IGPP-LANL Teoloyucan Magnetometer
spase://SMWG/Observatory/IGS,IGS,IGS,International GNSS Service
spase://SMWG/Observatory/IIG,IIG,Indian Institute of Geomagnetism,IIG
spase://SMWG/Observatory/IMAGE,IMAGE,IMAGE,Imager for Magnetopause-to-Aurora Global Exploration
spase://SMWG/Observatory/IMP,IMP,IMP,IMP Spacecraft Series
spase://SMWG/Observatory/IMP4,IMP4,IMP 4,Explorer 34
spase://SMWG/Observatory/IMP5,IMP5,IMP 5,Explorer 41
spase://SMWG/Observatory/IMP6,IMP6,IMP 6,Explorer 43
spase://SMWG/Observatory/IMP7,IMP7,IMP 7,Explorer 47
spase://SMWG/Observatory/IMP8,IMP8,IMP 8,Explorer 50
spase://SMWG/Observatory/Injun5,Injun5,Injun,Explorer 40
spase://SMWG/Observatory/Interball-1,Interball-1,Interball 1,Interball Tail Probe
spase://SMWG/Observatory/Interball-2,Interball-2,Interball 2,Interball Auroral Probe
spase://SMWG/Observatory/Interball-Auroral,Interball-Auroral,Interball Auroral,Interball Auroral
spase://SMWG/Observatory/Interball-Tail,Interball-Tail,Interball Tail,Interball Tail
spase://SMWG/Observatory/IRIDIUM,IRIDIUM,IRIDIUM,IRIDIUM
spase://SMWG/Observatory/IRIDIUM_1_70,IRIDIUM_1_70,IRIDIUM_1_70,IRIDIUM_1_70
spase://SMWG/Observatory/IRIS,IRIS,IRIS,Interface Region Imaging Spectrograph
spase://SMWG/Observatory/ISEE,ISEE,ISEE,International Sun-Earth Explorer
spase://SMWG/Observatory/ISEE1,ISEE1,ISEE 1,International Sun-Earth Explorer-A
spase://SMWG/Observatory/ISEE2,ISEE2,ISEE 2,International Sun-Earth Explorer-B
spase://SMWG/Observatory/ISEE3,ISEE3,ISEE 3,International Sun-Earth Explorer-C
spase://SMWG/Observatory/ISIS,ISIS,ISIS,International Sats for Ionosph Studies
spase://SMWG/Observatory/ISIS1,ISIS1,ISIS 1,International Sats for Ionosph Studies
spase://SMWG/Observatory/ISIS2,ISIS2,ISIS 2,International Sats for Ionosph Studies
spase://SMWG/Observatory/IslandLake,IslandLake,ISLL,ISLL
spase://SMWG/Observatory/ISS,ISS,ISS,International Space Station
spase://SMWG/Observatory/JSPO,JSPO,JSPO,JSPO
spase://SMWG/Observatory/Juno,Juno,Juno,Juno Orbiter
spase://SMWG/Observatory/KAGUYA,KAGUYA,Kaguya (SELENE),Kaguya (SELENE)
spase://SMWG/Observatory/KittPeak,KittPeak,Kitt Peak,KP
spase://SMWG/Observatory/KOMPSAT1,KOMPSAT1,Korean Multi Purpose Satellite (KOMPSAT 1),Korean Multi-Purpose Satellite (KOMPSAT-1)
spase://SMWG/Observatory/KSO,KSO,KSO,KSO
spase://SMWG/Observatory/LANL,LANL,LANL,LANL Spacecraft Series
spase://SMWG/Observatory/LANL/01A,LANL_01A,LANL01A,LANL01A
spase://SMWG/Observatory/LANL/02A,LANL_02A,LANL02A,LANL02A
spase://SMWG/Observatory/LANL/1989,LANL_1989,LANL1989,1989-046
spase://SMWG/Observatory/LANL/1990,LANL_1990,LANL1990,1990-095
spase://SMWG/Observatory/LANL/1991,LANL_1991,LANL1991,1991-080
spase://SMWG/Observatory/LANL/1994,LANL_1994,LANL1994,1994-084
spase://SMWG/Observatory/LANL/1997,LANL_1997,LANL-97A,LANL-97A
spase://SMWG/Observatory/LANL/2001,LANL_2001,LANL-01A,LANL-01A
spase://SMWG/Observatory/LANL/2002,LANL_2002,LANL-02sA,LANL-02sA
spase://SMWG/Observatory/LANL/97A,LANL_97A,LANL-97,LANL-97
spase://SMWG/Observatory/LOFAR,LOFAR,LOFAR,LOFAR
spase://SMWG/Observatory/Magion-4,Magion-4,Magion 4,Tail Subsatellite S2-X
spase://SMWG/Observatory/Magsat,Magsat,Magsat,Explorer 61
spase://SMWG/Observatory/Mariner10,Mariner10,Mariner,Mariner 10
spase://SMWG/Observatory/MarsExpress,MarsExpress,Mars Express,Mars Express
spase://SMWG/Observatory/MarsScienceLaboratory,MarsScienceLaboratory,MSL,Mars Science Laboratory
spase://SMWG/Observatory/MAVEN,MAVEN,MAVEN,Mars Atmosphere and Volatile EvolutioN
spase://SMWG/Observatory/McMAC/Americus,McMAC_Americus,Mid continent Magnetoseismic Chain (McMAC) Americus Station,Mid-continent Magnetoseismic Chain (McMAC) Americus Station
spase://SMWG/Observatory/McMAC/Bennington,McMAC_Bennington,Mid continent Magnetoseismic Chain (McMAC) Bennington Station,Mid-continent Magnetoseismic Chain (McMAC) Bennington Station
spase://SMWG/Observatory/McMAC/Glyndon,McMAC_Glyndon,Mid continent Magnetoseismic Chain (McMAC) Glyndon Station,Mid-continent Magnetoseismic Chain (McMAC) Glyndon Station
spase://SMWG/Observatory/McMAC/Linares,McMAC_Linares,Mid continent Magnetoseismic Chain (McMAC) Linares Station,Mid-continent Magnetoseismic Chain (McMAC) Linares Station
spase://SMWG/Observatory/McMAC/Lyford,McMAC_Lyford,Mid continent Magnetoseismic Chain (McMAC) Lyford Station,Mid-continent Magnetoseismic Chain (McMAC) Lyford Station
spase://SMWG/Observatory/McMAC/Purcell,McMAC_Purcell,Mid continent Magnetoseismic Chain (McMAC) Purcell Station,Mid-continent Magnetoseismic Chain (McMAC) Purcell Station
spase://SMWG/Observatory/McMAC/Richardson,McMAC_Richardson,Mid continent Magnetoseismic Chain (McMAC) Richardson Station,Mid-continent Magnetoseismic Chain (McMAC) Richardson Station
spase://SMWG/Observatory/McMAC/San.Antonio,McMAC_San.Antonio,Mid continent Magnetoseismic Chain (McMAC) San Antonio Station,Mid-continent Magnetoseismic Chain (McMAC) San Antonio Station
spase://SMWG/Observatory/McMAC/Worthington,McMAC_Worthington,Mid continent Magnetoseismic Chain (McMAC) Worthington Station,Mid-continent Magnetoseismic Chain (McMAC) Worthington Station
spase://SMWG/Observatory/MEASURE,MEASURE,MEASURE,The observatory group created to represent the chain of stations in the MEASURE Array.
spase://SMWG/Observatory/MEASURE/Applied.Physics.Lab,MEASURE_Applied.Physics.Lab,Applied Physics Lab Geomagnetic Observatory,Applied Physics Lab Geomagnetic Observatory
spase://SMWG/Observatory/MEASURE/Bullcreek.Observatory,MEASURE_Bullcreek.Observatory,Bullcreek Observatory Geomagnetic Observatory,Bullcreek Observatory Geomagnetic Observatory
spase://SMWG/Observatory/MEASURE/Clarkson.University,MEASURE_Clarkson.University,Clarkson University Geomagnetic Observatory,Clarkson University Geomagnetic Observatory
spase://SMWG/Observatory/MEASURE/Darksky.Observatory,MEASURE_Darksky.Observatory,Darksky Observatory Geomagnetic Observatory,Darksky Observatory Geomagnetic Observatory
spase://SMWG/Observatory/MEASURE/Grafton.Test.Facility,MEASURE_Grafton.Test.Facility,Grafton Test Facility Geomagnetic Observatory,Grafton Test Facility Geomagnetic Observatory
spase://SMWG/Observatory/MEASURE/Jacksonville.University,MEASURE_Jacksonville.University,The Jacksonville University Geomagnetic Observatory.,The Jacksonville University Geomagnetic Observatory.
spase://SMWG/Observatory/MEASURE/Millstone.Hill,MEASURE_Millstone.Hill,The Millstone Hill Geomagnetic Observatory.,The Millstone Hill Geomagnetic Observatory.
spase://SMWG/Observatory/MEASURE/University.of.South.Carolina,MEASURE_University.of.South.Carolina,The University of South Carolina Geomagnetic Observatory.,The University of South Carolina Geomagnetic Observatory.
spase://SMWG/Observatory/MESSENGER,MESSENGER,MESSENGER,"Mercury Surface, Space Environment, Geochemistry and Ranging"
spase://SMWG/Observatory/MetOp/A,MetOp_A,MetOp A,MetOp-A
spase://SMWG/Observatory/MetOp/B,MetOp_B,MetOp A,MetOp-A
spase://SMWG/Observatory/Meudon,Meudon,Observatoire de Paris (Meudon site),Observatoire de Paris (Meudon site)
spase://SMWG/Observatory/MGS,MGS,MGS,Mars Global Surveyor
spase://SMWG/Observatory/MICA,MICA,Magnetosphere Ionosphere Coupling in the Alfvén resonator (MICA),Magnetosphere-Ionosphere Coupling in the Alfvén resonator (MICA)
spase://SMWG/Observatory/MMS,MMS,MMS,Magnetospheric Multiscale
spase://SMWG/Observatory/MMS/1,MMS_1,MMS 1,MMS-1
spase://SMWG/Observatory/MMS/2,MMS_2,MMS 2,MMS-2
spase://SMWG/Observatory/MMS/3,MMS_3,MMS 3,MMS-3
spase://SMWG/Observatory/MMS/4,MMS_4,MMS 4,MMS-4
spase://SMWG/Observatory/Munin,Munin,Munin Spacecraft,Munin Spacecraft
spase://SMWG/Observatory/NeutronMonitor,NeutronMonitor,Neutron Monitor Stations,Neutron Monitor Stations
spase://SMWG/Observatory/NeutronMonitor/Bartol/FortSmith,NeutronMonitor_Bartol_FortSmith,Fort Smith,Fort Smith
spase://SMWG/Observatory/NeutronMonitor/Bartol/Inuvik,NeutronMonitor_Bartol_Inuvik,Inuvik,Inuvik
spase://SMWG/Observatory/NeutronMonitor/Bartol/McMurdo,NeutronMonitor_Bartol_McMurdo,McMurdo,McMurdo
spase://SMWG/Observatory/NeutronMonitor/Bartol/Nain,NeutronMonitor_Bartol_Nain,Nain,Nain
spase://SMWG/Observatory/NeutronMonitor/Bartol/Peawanuck,NeutronMonitor_Bartol_Peawanuck,Peawanuck,Peawanuck
spase://SMWG/Observatory/NeutronMonitor/Bartol/SouthPole,NeutronMonitor_Bartol_SouthPole,South Pole,South Pole
spase://SMWG/Observatory/NeutronMonitor/Bartol/SwarthmoreNewark,NeutronMonitor_Bartol_SwarthmoreNewark,SwarthmoreNewark,SwarthmoreNewark
spase://SMWG/Observatory/NeutronMonitor/Bartol/Thule,NeutronMonitor_Bartol_Thule,Thule,Thule
spase://SMWG/Observatory/NeutronMonitor/Climax,NeutronMonitor_Climax,Climax,Climax
spase://SMWG/Observatory/NeutronMonitor/Haleakala,NeutronMonitor_Haleakala,Haleakala,Haleakala
spase://SMWG/Observatory/NeutronMonitor/Huancayo,NeutronMonitor_Huancayo,Huancayo,Huancayo
spase://SMWG/Observatory/NewHorizons,NewHorizons,New Horizons,New Horizons Pluto Kuiper Belt Flyby
spase://SMWG/Observatory/Nimbus7,Nimbus7,Nimbus,Nimbus 7
spase://SMWG/Observatory/NOAA/10,NOAA_10,NOAA 10,1986-073A
spase://SMWG/Observatory/NOAA/11,NOAA_11,NOAA 11,NOAA 11
spase://SMWG/Observatory/NOAA/12,NOAA_12,NOAA 12,1991-032A
spase://SMWG/Observatory/NOAA/13,NOAA_13,NOAA 13,Advanced TIROS-N (ATN)
spase://SMWG/Observatory/NOAA/14,NOAA_14,NOAA 14,Advanced TIROS-N (ATN)
spase://SMWG/Observatory/NOAA/15,NOAA_15,NOAA 15,Polar Operational Environmental Satellite
spase://SMWG/Observatory/NOAA/16,NOAA_16,NOAA 16,Advanced TIROS-N (ATN)
spase://SMWG/Observatory/NOAA/17,NOAA_17,NOAA 17,Advanced TIROS-N (ATN)
spase://SMWG/Observatory/NOAA/18,NOAA_18,NOAA 18,Advanced TIROS-N (ATN)
spase://SMWG/Observatory/NOAA/19,NOAA_19,NOAA 19,NOAA-N Prime
spase://SMWG/Observatory/NOAA/5,NOAA_5,NOAA 5,1976-077A
spase://SMWG/Observatory/NOAA/6,NOAA_6,NOAA 6,1979-057A
spase://SMWG/Observatory/NOAA/7,NOAA_7,NOAA 7,1981-059A
spase://SMWG/Observatory/NOAA/8,NOAA_8,NOAA 8,1983-022A
spase://SMWG/Observatory/NOAA/9,NOAA_9,NOAA,NOAA 9
spase://SMWG/Observatory/NOB_RH,NOB_RH,NOB_RH,NOB_RH
spase://SMWG/Observatory/NSO,NSO,NSO Observatory Group,NSO Observatory Group
spase://SMWG/Observatory/OAC,OAC,OAC,OAC
spase://SMWG/Observatory/ObsParis,ObsParis,ObsParis,ObsParis
spase://SMWG/Observatory/Oersted,Oersted,Oersted,NSSDC ID: 1999-008B
spase://SMWG/Observatory/OGO,OGO,OGO,OGO Satellites
spase://SMWG/Observatory/OGO2,OGO2,OGO 2,1965-081A
spase://SMWG/Observatory/OGO4,OGO4,OGO 4,1967-073A
spase://SMWG/Observatory/OGO6,OGO6,OGO 6,1969-051A
spase://SMWG/Observatory/Ohzora,Ohzora,Ohzora,Exospheric Sat. C
spase://SMWG/Observatory/OMNI,OMNI,OMNI,OMNI
spase://SMWG/Observatory/OV1-19,OV1-19,OV1 19,1969-025C
spase://SMWG/Observatory/OV3-3,OV3-3,OV3 3,1966-070A
spase://SMWG/Observatory/PADRE,PADRE,PADRE,Solar Polarization and Directivity X-Ray Experiment
spase://SMWG/Observatory/ParkerSolarProbe,ParkerSolarProbe,PSP,Parker Solar Probe
spase://SMWG/Observatory/Phobos2,Phobos2,Phobos,Fobos 2
spase://SMWG/Observatory/PICARD,PICARD,PICARD,PICARD
spase://SMWG/Observatory/PicduMidi,PicduMidi,Pic du Midi,Pic du Midi
spase://SMWG/Observatory/Pinawa,Pinawa,PINA,PINA
spase://SMWG/Observatory/Pioneer,Pioneer,Pioneer,Pioneer Spacecraft Series
spase://SMWG/Observatory/Pioneer10,Pioneer10,Pioneer 10,1972-012A
spase://SMWG/Observatory/Pioneer11,Pioneer11,Pioneer 11,1973-019A
spase://SMWG/Observatory/PioneerVenusOrbiter,PioneerVenusOrbiter,Pioneer Venus Orbiter,Pioneer Venus 1978 Orbiter
spase://SMWG/Observatory/POES,POES,Polar orbiting Operational Environmental Satellite (POES),Polar-orbiting Operational Environmental Satellite (POES)
spase://SMWG/Observatory/POLAR,POLAR,Polar,Polar
spase://SMWG/Observatory/PROBA2,PROBA2,PROBA 2,PROBA2
spase://SMWG/Observatory/Prognoz,Prognoz,Prognoz,Prognoz Spacecraft Series
spase://SMWG/Observatory/Prognoz6,Prognoz6,Prognoz 6,1977-093A
spase://SMWG/Observatory/Prognoz7,Prognoz7,Prognoz 7,1978-101A
spase://SMWG/Observatory/Prognoz9,Prognoz9,Prognoz 9,1983-067A
spase://SMWG/Observatory/RabbitLake,RabbitLake,RABB,RABB
spase://SMWG/Observatory/RadioJOVE,RadioJOVE,Radio JOVE Observatory Network,Radio JOVE Observatory Network
spase://SMWG/Observatory/RadioJOVE/AJ4CO,RadioJOVE_AJ4CO,AJ4CO Radio Observatory,AJ4CO
spase://SMWG/Observatory/RadioJOVE/HNRAO,RadioJOVE_HNRAO,Hawk's Nest Radio Astronomy Observatory,HNRAO
spase://SMWG/Observatory/RadioJOVE/MTSU,RadioJOVE_MTSU,Middle Tennessee State University,MTSU
spase://SMWG/Observatory/RankinInlet,RankinInlet,RANK,RANK
spase://SMWG/Observatory/RBSP,RBSP,RBSP,Van Allen Probes
spase://SMWG/Observatory/RBSP/A,RBSP_A,Van Allen Probe A,Radiation Belt Storm Probe A
spase://SMWG/Observatory/RBSP/B,RBSP_B,Van Allen Probe B,Radiation Belt Storm Probe B
spase://SMWG/Observatory/REGO,REGO,Redline Emission Geospace Observatory (rEGO),Redline Emission Geospace Observatory (rEGO)
spase://SMWG/Observatory/RENU2,RENU2,RENU 2,Rocket Experiment for Neutral Upwelling 2
spase://SMWG/Observatory/RHESSI,RHESSI,RHESSI,Reuven Ramaty High Energy Solar Spectroscope Imager
spase://SMWG/Observatory/ROCSAT-1,ROCSAT-1,ROCSAT-1,Republic of China Satellite-1
spase://SMWG/Observatory/Rosetta,Rosetta,Rosetta,Rosetta Comet Rendezvous
spase://SMWG/Observatory/S-Cubed_A,S-Cubed_A,S-Cubed_A,S-Cubed A
spase://SMWG/Observatory/S3-3,S3-3,S3 3,SESP S74-2A
spase://SMWG/Observatory/SAC-C,SAC-C,SAC-C,SAC-C Project
spase://SMWG/Observatory/Sakigake,Sakigake,Sakigake,Pioneer
spase://SMWG/Observatory/SAMPEX,SAMPEX,SAMPEX,Solar Anomalous and Magnetospheric Particle Explorer
spase://SMWG/Observatory/San.Fernando,San.Fernando,San Fernando Observatory,San Fernando Observatory
spase://SMWG/Observatory/SanMarco-DL,SanMarco-DL,San Marco DL,San Marco-DL
spase://SMWG/Observatory/SCATHA,SCATHA,SCATHA,Spacecraft Charging AT High Altitude
spase://SMWG/Observatory/SDIC,SDIC,SDIC,SDIC
spase://SMWG/Observatory/SDO,SDO,SDO,Solar Dynamics Observatory
spase://SMWG/Observatory/SECS,SECS,Spherical Elementary Current Systems,Spherical Elementary Current Systems
spase://SMWG/Observatory/SESAME,SESAME,SESAME,Satellite Experiments Simultaneous with Antarctic MEasurements
spase://SMWG/Observatory/SGO,SGO,Sodankylä Geophysical Observatory,Sodankylä Geophysical Observatory
spase://SMWG/Observatory/SipleExperiment,SipleExperiment,Siple Experiment,Siple Experiment
spase://SMWG/Observatory/Skylab,Skylab,Skylab,1973-027A
spase://SMWG/Observatory/SME,SME,SME,SME
spase://SMWG/Observatory/SMILE,SMILE,Solar wind Magnetosphere Ionosphere Link Explorer (SMILE),Solar wind-Magnetosphere-Ionosphere Link Explorer (SMILE)
spase://SMWG/Observatory/SNOE,SNOE,SNOE,Student Nitric Oxide Explorer
spase://SMWG/Observatory/SOHO,SOHO,SOHO,Solar and Heliospheric Observatory
spase://SMWG/Observatory/SOLIS,SOLIS,SOLIS,SOLIS
spase://SMWG/Observatory/SORCE,SORCE,SORCE,Solar Radiation and Climate Experiment
spase://SMWG/Observatory/SRN,SRN,SRN,Station de Radioastronomie de Nançay
spase://SMWG/Observatory/SRN/FR606/HBA,SRN_FR606_HBA,LOFAR FR606 High Band Array,LOFAR FR606 High Band Array
spase://SMWG/Observatory/SRN/FR606/LBA,SRN_FR606_LBA,LOFAR FR606 Low Band Array,LOFAR FR606 Low Band Array
spase://SMWG/Observatory/SRN/NDA,SRN_NDA,Nancay Decameter Array,Nancay Decameter Array
spase://SMWG/Observatory/SRN/NenuFAR,SRN_NenuFAR,NenuFAR,NenuFAR
spase://SMWG/Observatory/SRN/NRH,SRN_NRH,Nancay Radioheliograph,Nancay Radioheliograph
spase://SMWG/Observatory/SRN/NRT,SRN_NRT,Nancay Radioheliograph,Nancay Radioheliograph
